"from","to","weight","association","res_cor"
"Bacillariophyceae_ASV_10175","Bacillariophyceae_ASV_6651",0.540589495488171,"positive",0.540589495488171
"Telonema-Group-1_ASV_18184","Bacillariophyceae_ASV_6651",0.515622659729304,"positive",0.515622659729304
"Naviculaceae_ASV_9847","Bacillariophyceae_ASV_6651",0.540374421866784,"positive",0.540374421866784
"Heribaudiella_ASV_10928","Bacillariophyceae_ASV_6651",0.503876540922865,"positive",0.503876540922865
"Navicula_ASV_10078","Navicula_ASV_10502",0.678285988486806,"positive",0.678285988486806
"Navicula_ASV_10098","Navicula_ASV_10502",0.572004582283466,"positive",0.572004582283466
"Costaria_ASV_10957","Navicula_ASV_10502",0.540206851075458,"positive",0.540206851075458
"Pterocystida_ASV_21672","Navicula_ASV_10502",0.524107395743886,"positive",0.524107395743886
"Placuna_ASV_17776","Navicula_ASV_10502",0.536337762623936,"positive",0.536337762623936
"Mediophyceae_ASV_10516","Navicula_ASV_10502",0.654130855241704,"positive",0.654130855241704
"Bacillariophyceae_ASV_10175","Navicula_ASV_10502",0.550623667172252,"positive",0.550623667172252
"Naviculaceae_ASV_9847","Navicula_ASV_10502",0.619816040264436,"positive",0.619816040264436
"Heribaudiella_ASV_10928","Navicula_ASV_10502",0.520447657337326,"positive",0.520447657337326
"Bacillariophyceae_ASV_6651","Navicula_ASV_10502",0.540139003080359,"positive",0.540139003080359
"Navicula_ASV_10078","Bacillariophyceae_ASV_9867",0.71010745778575,"positive",0.71010745778575
"Navicula_ASV_10098","Bacillariophyceae_ASV_9867",0.610733535586892,"positive",0.610733535586892
"Costaria_ASV_10957","Bacillariophyceae_ASV_9867",0.57667590064412,"positive",0.57667590064412
"Pterocystida_ASV_21672","Bacillariophyceae_ASV_9867",0.552743137892146,"positive",0.552743137892146
"Placuna_ASV_17776","Bacillariophyceae_ASV_9867",0.559077313600467,"positive",0.559077313600467
"Mediophyceae_ASV_10516","Bacillariophyceae_ASV_9867",0.684326389929253,"positive",0.684326389929253
"Grammonema_ASV_10016","Bacillariophyceae_ASV_9867",0.5163528375383,"positive",0.5163528375383
"Bacillariophyceae_ASV_10175","Bacillariophyceae_ASV_9867",0.570639182317528,"positive",0.570639182317528
"Telonema-Group-1_ASV_18184","Bacillariophyceae_ASV_9867",0.513513175589762,"positive",0.513513175589762
"Naviculaceae_ASV_9847","Bacillariophyceae_ASV_9867",0.654986390601782,"positive",0.654986390601782
"Heribaudiella_ASV_10928","Bacillariophyceae_ASV_9867",0.540680707011477,"positive",0.540680707011477
"Bacillariophyceae_ASV_6651","Bacillariophyceae_ASV_9867",0.56210740425899,"positive",0.56210740425899
"Navicula_ASV_10502","Bacillariophyceae_ASV_9867",0.617350106198626,"positive",0.617350106198626
"Navicula_ASV_10078","Phaeophyceae_XX_ASV_8454",0.712192773018925,"positive",0.712192773018925
"Navicula_ASV_10098","Phaeophyceae_XX_ASV_8454",0.602066072882941,"positive",0.602066072882941
"Costaria_ASV_10957","Phaeophyceae_XX_ASV_8454",0.56858402522471,"positive",0.56858402522471
"Pterocystida_ASV_21672","Phaeophyceae_XX_ASV_8454",0.550806393598759,"positive",0.550806393598759
"Placuna_ASV_17776","Phaeophyceae_XX_ASV_8454",0.562849789238599,"positive",0.562849789238599
"Mediophyceae_ASV_10516","Phaeophyceae_XX_ASV_8454",0.686769353674599,"positive",0.686769353674599
"Grammonema_ASV_10016","Phaeophyceae_XX_ASV_8454",0.503365875317783,"positive",0.503365875317783
"Bacillariophyceae_ASV_10175","Phaeophyceae_XX_ASV_8454",0.57743100129688,"positive",0.57743100129688
"Telonema-Group-1_ASV_18184","Phaeophyceae_XX_ASV_8454",0.523711135265695,"positive",0.523711135265695
"Naviculaceae_ASV_9847","Phaeophyceae_XX_ASV_8454",0.651551686213583,"positive",0.651551686213583
"Heribaudiella_ASV_10928","Phaeophyceae_XX_ASV_8454",0.545948055370297,"positive",0.545948055370297
"Bacillariophyceae_ASV_6651","Phaeophyceae_XX_ASV_8454",0.56672388933267,"positive",0.56672388933267
"Navicula_ASV_10502","Phaeophyceae_XX_ASV_8454",0.61843209433699,"positive",0.61843209433699
"Bacillariophyceae_ASV_9867","Phaeophyceae_XX_ASV_8454",0.648412890835368,"positive",0.648412890835368
"Navicula_ASV_10078","Scytosiphon_ASV_8447",0.643835230886968,"positive",0.643835230886968
"Navicula_ASV_10098","Scytosiphon_ASV_8447",0.694060508815199,"positive",0.694060508815199
"Costaria_ASV_10957","Scytosiphon_ASV_8447",0.654118743773184,"positive",0.654118743773184
"Pterocystida_ASV_21672","Scytosiphon_ASV_8447",0.548910870384917,"positive",0.548910870384917
"Mediophyceae_ASV_10516","Scytosiphon_ASV_8447",0.614647104023881,"positive",0.614647104023881
"Grammonema_ASV_10016","Scytosiphon_ASV_8447",0.662712671662589,"positive",0.662712671662589
"Naviculaceae_ASV_9847","Scytosiphon_ASV_8447",0.665733535623246,"positive",0.665733535623246
"Navicula_ASV_10502","Scytosiphon_ASV_8447",0.56953951544993,"positive",0.56953951544993
"Bacillariophyceae_ASV_9867","Scytosiphon_ASV_8447",0.606805149508205,"positive",0.606805149508205
"Phaeophyceae_XX_ASV_8454","Scytosiphon_ASV_8447",0.59931148577672,"positive",0.59931148577672
"Navicula_ASV_10078","Stypopodium_ASV_10934",0.634563787211144,"positive",0.634563787211144
"Navicula_ASV_10098","Stypopodium_ASV_10934",0.677087281488481,"positive",0.677087281488481
"Costaria_ASV_10957","Stypopodium_ASV_10934",0.638171386396783,"positive",0.638171386396783
"Pterocystida_ASV_21672","Stypopodium_ASV_10934",0.538631526334204,"positive",0.538631526334204
"Mediophyceae_ASV_10516","Stypopodium_ASV_10934",0.606085072927505,"positive",0.606085072927505
"Grammonema_ASV_10016","Stypopodium_ASV_10934",0.643494211428773,"positive",0.643494211428773
"Naviculaceae_ASV_9847","Stypopodium_ASV_10934",0.652572316878085,"positive",0.652572316878085
"Navicula_ASV_10502","Stypopodium_ASV_10934",0.560850347527965,"positive",0.560850347527965
"Bacillariophyceae_ASV_9867","Stypopodium_ASV_10934",0.597105862725801,"positive",0.597105862725801
"Phaeophyceae_XX_ASV_8454","Stypopodium_ASV_10934",0.590113614634182,"positive",0.590113614634182
"Scytosiphon_ASV_8447","Stypopodium_ASV_10934",0.658696243072536,"positive",0.658696243072536
"Navicula_ASV_10078","Phaeophyceae_XX_ASV_8507",0.597471224625577,"positive",0.597471224625577
"Mediophyceae_ASV_10516","Phaeophyceae_XX_ASV_8507",0.577849688075073,"positive",0.577849688075073
"Bacillariophyceae_ASV_10175","Phaeophyceae_XX_ASV_8507",0.504564969147445,"positive",0.504564969147445
"Naviculaceae_ASV_9847","Phaeophyceae_XX_ASV_8507",0.52549718630977,"positive",0.52549718630977
"Navicula_ASV_10502","Phaeophyceae_XX_ASV_8507",0.5159351971552,"positive",0.5159351971552
"Bacillariophyceae_ASV_9867","Phaeophyceae_XX_ASV_8507",0.538291493709648,"positive",0.538291493709648
"Phaeophyceae_XX_ASV_8454","Phaeophyceae_XX_ASV_8507",0.541498139961093,"positive",0.541498139961093
"Navicula_ASV_10078","Bacillariaceae_ASV_10168",0.658966099402641,"positive",0.658966099402641
"Placuna_ASV_17776","Bacillariaceae_ASV_10168",0.540127481713531,"positive",0.540127481713531
"Mediophyceae_ASV_10516","Bacillariaceae_ASV_10168",0.639376900843532,"positive",0.639376900843532
"Bacillariophyceae_ASV_10175","Bacillariaceae_ASV_10168",0.580721332795064,"positive",0.580721332795064
"Telonema-Group-1_ASV_18184","Bacillariaceae_ASV_10168",0.56346134777532,"positive",0.56346134777532
"Naviculaceae_ASV_9847","Bacillariaceae_ASV_10168",0.554214006058283,"positive",0.554214006058283
"Heribaudiella_ASV_10928","Bacillariaceae_ASV_10168",0.538550328293289,"positive",0.538550328293289
"Bacillariophyceae_ASV_6651","Bacillariaceae_ASV_10168",0.551293467912304,"positive",0.551293467912304
"Navicula_ASV_10502","Bacillariaceae_ASV_10168",0.565577082901441,"positive",0.565577082901441
"Bacillariophyceae_ASV_9867","Bacillariaceae_ASV_10168",0.586873797525954,"positive",0.586873797525954
"Phaeophyceae_XX_ASV_8454","Bacillariaceae_ASV_10168",0.593203449408865,"positive",0.593203449408865
"Phaeophyceae_XX_ASV_8507","Bacillariaceae_ASV_10168",0.515788927848943,"positive",0.515788927848943
"Navicula_ASV_10078","OTU_ASV_8306",0.514713322004366,"positive",0.514713322004366
"Diplosoma_ASV_13104","Maxillopoda_ASV_13839",0.506093199192077,"negative",-0.506093199192077
"Tiaropsidium_ASV_16743","Maxillopoda_ASV_13839",0.555838100952207,"positive",0.555838100952207
"Navicula_ASV_10078","Dino-Group-I-Clade-1_X_ASV_25271",0.676336295424279,"positive",0.676336295424279
"Ectocarpus_ASV_8433","Dino-Group-I-Clade-1_X_ASV_25271",0.535811190071965,"positive",0.535811190071965
"Placuna_ASV_17776","Dino-Group-I-Clade-1_X_ASV_25271",0.565386947154304,"positive",0.565386947154304
"Mediophyceae_ASV_10516","Dino-Group-I-Clade-1_X_ASV_25271",0.65847245456825,"positive",0.65847245456825
"Bacillariophyceae_ASV_10175","Dino-Group-I-Clade-1_X_ASV_25271",0.622494028143434,"positive",0.622494028143434
"Telonema-Group-1_ASV_18184","Dino-Group-I-Clade-1_X_ASV_25271",0.623266561065924,"positive",0.623266561065924
"Naviculaceae_ASV_9847","Dino-Group-I-Clade-1_X_ASV_25271",0.541105681391056,"positive",0.541105681391056
"Heribaudiella_ASV_10928","Dino-Group-I-Clade-1_X_ASV_25271",0.571780537673354,"positive",0.571780537673354
"Bacillariophyceae_ASV_6651","Dino-Group-I-Clade-1_X_ASV_25271",0.581167229375523,"positive",0.581167229375523
"Navicula_ASV_10502","Dino-Group-I-Clade-1_X_ASV_25271",0.576704502568464,"positive",0.576704502568464
"Bacillariophyceae_ASV_9867","Dino-Group-I-Clade-1_X_ASV_25271",0.594891070403134,"positive",0.594891070403134
"Phaeophyceae_XX_ASV_8454","Dino-Group-I-Clade-1_X_ASV_25271",0.604438928004779,"positive",0.604438928004779
"Phaeophyceae_XX_ASV_8507","Dino-Group-I-Clade-1_X_ASV_25271",0.537795599844863,"positive",0.537795599844863
"Bacillariaceae_ASV_10168","Dino-Group-I-Clade-1_X_ASV_25271",0.63008449103507,"positive",0.63008449103507
"Grammonema_ASV_10016","OTU_ASV_7470",0.512453388595758,"positive",0.512453388595758
"Navicula_ASV_10078","Mediophyceae_ASV_9615",0.604058791373034,"positive",0.604058791373034
"Mediophyceae_ASV_10516","Mediophyceae_ASV_9615",0.584079716718766,"positive",0.584079716718766
"Bacillariophyceae_ASV_10175","Mediophyceae_ASV_9615",0.50846126453067,"positive",0.50846126453067
"Naviculaceae_ASV_9847","Mediophyceae_ASV_9615",0.533036970481239,"positive",0.533036970481239
"Navicula_ASV_10502","Mediophyceae_ASV_9615",0.521861920188114,"positive",0.521861920188114
"Bacillariophyceae_ASV_9867","Mediophyceae_ASV_9615",0.544695964124028,"positive",0.544695964124028
"Phaeophyceae_XX_ASV_8454","Mediophyceae_ASV_9615",0.547745774955693,"positive",0.547745774955693
"Bacillariaceae_ASV_10168","Mediophyceae_ASV_9615",0.519975091768649,"positive",0.519975091768649
"Dino-Group-I-Clade-1_X_ASV_25271","Mediophyceae_ASV_9615",0.541183523431289,"positive",0.541183523431289
"Navicula_ASV_10078","Dino-Group-I-Clade-1_X_ASV_25263",0.571365328211284,"positive",0.571365328211284
"Mediophyceae_ASV_10516","Dino-Group-I-Clade-1_X_ASV_25263",0.556618746391486,"positive",0.556618746391486
"Bacillariophyceae_ASV_10175","Dino-Group-I-Clade-1_X_ASV_25263",0.529949031745871,"positive",0.529949031745871
"Telonema-Group-1_ASV_18184","Dino-Group-I-Clade-1_X_ASV_25263",0.533444373501279,"positive",0.533444373501279
"Bacillariophyceae_ASV_9867","Dino-Group-I-Clade-1_X_ASV_25263",0.501414892988441,"positive",0.501414892988441
"Phaeophyceae_XX_ASV_8454","Dino-Group-I-Clade-1_X_ASV_25263",0.509950061581335,"positive",0.509950061581335
"Bacillariaceae_ASV_10168","Dino-Group-I-Clade-1_X_ASV_25263",0.535955881874777,"positive",0.535955881874777
"Dino-Group-I-Clade-1_X_ASV_25271","Dino-Group-I-Clade-1_X_ASV_25263",0.586618356496546,"positive",0.586618356496546
"Navicula_ASV_10078","Dino-Group-I-Clade-1_X_ASV_21086",0.78121725862439,"positive",0.78121725862439
"Ectocarpus_ASV_8433","Dino-Group-I-Clade-1_X_ASV_21086",0.522347878230996,"positive",0.522347878230996
"Navicula_ASV_10098","Dino-Group-I-Clade-1_X_ASV_21086",0.643612420588395,"positive",0.643612420588395
"Costaria_ASV_10957","Dino-Group-I-Clade-1_X_ASV_21086",0.607970661500351,"positive",0.607970661500351
"Pterocystida_ASV_21672","Dino-Group-I-Clade-1_X_ASV_21086",0.598470776882098,"positive",0.598470776882098
"Placuna_ASV_17776","Dino-Group-I-Clade-1_X_ASV_21086",0.620823010082205,"positive",0.620823010082205
"Mediophyceae_ASV_10516","Dino-Group-I-Clade-1_X_ASV_21086",0.754026006882348,"positive",0.754026006882348
"Grammonema_ASV_10016","Dino-Group-I-Clade-1_X_ASV_21086",0.528852613719019,"positive",0.528852613719019
"Bacillariophyceae_ASV_10175","Dino-Group-I-Clade-1_X_ASV_21086",0.641613245425013,"positive",0.641613245425013
"Telonema-Group-1_ASV_18184","Dino-Group-I-Clade-1_X_ASV_21086",0.588428180285135,"positive",0.588428180285135
"Naviculaceae_ASV_9847","Dino-Group-I-Clade-1_X_ASV_21086",0.706091420268815,"positive",0.706091420268815
"Heribaudiella_ASV_10928","Dino-Group-I-Clade-1_X_ASV_21086",0.604771392064443,"positive",0.604771392064443
"Bacillariophyceae_ASV_6651","Dino-Group-I-Clade-1_X_ASV_21086",0.62641413358402,"positive",0.62641413358402
"Navicula_ASV_10502","Dino-Group-I-Clade-1_X_ASV_21086",0.677195259449824,"positive",0.677195259449824
"Bacillariophyceae_ASV_9867","Dino-Group-I-Clade-1_X_ASV_21086",0.708941561433048,"positive",0.708941561433048
"Phaeophyceae_XX_ASV_8454","Dino-Group-I-Clade-1_X_ASV_21086",0.711044558624899,"positive",0.711044558624899
"Scytosiphon_ASV_8447","Dino-Group-I-Clade-1_X_ASV_21086",0.642495028234564,"positive",0.642495028234564
"Stypopodium_ASV_10934","Dino-Group-I-Clade-1_X_ASV_21086",0.633256963615,"positive",0.633256963615
"Phaeophyceae_XX_ASV_8507","Dino-Group-I-Clade-1_X_ASV_21086",0.596591084505213,"positive",0.596591084505213
"Bacillariaceae_ASV_10168","Dino-Group-I-Clade-1_X_ASV_21086",0.658095303498027,"positive",0.658095303498027
"OTU_ASV_8306","Dino-Group-I-Clade-1_X_ASV_21086",0.513993198058856,"positive",0.513993198058856
"Dino-Group-I-Clade-1_X_ASV_25271","Dino-Group-I-Clade-1_X_ASV_21086",0.675551723898648,"positive",0.675551723898648
"Mediophyceae_ASV_9615","Dino-Group-I-Clade-1_X_ASV_21086",0.603162070403262,"positive",0.603162070403262
"Dino-Group-I-Clade-1_X_ASV_25263","Dino-Group-I-Clade-1_X_ASV_21086",0.57071931403422,"positive",0.57071931403422
"Navicula_ASV_10078","Palmaria_ASV_24380",0.549646631617554,"positive",0.549646631617554
"Mediophyceae_ASV_10516","Palmaria_ASV_24380",0.532941294243917,"positive",0.532941294243917
"Dino-Group-I-Clade-1_X_ASV_25271","Palmaria_ASV_24380",0.518969816015652,"positive",0.518969816015652
"Dino-Group-I-Clade-1_X_ASV_21086","Palmaria_ASV_24380",0.548902476532609,"positive",0.548902476532609
"Navicula_ASV_10078","Pseudoscourfieldiaceae_X_ASV_25684",0.734500606223592,"positive",0.734500606223592
"Ectocarpus_ASV_8433","Pseudoscourfieldiaceae_X_ASV_25684",0.530749363976061,"positive",0.530749363976061
"Navicula_ASV_10098","Pseudoscourfieldiaceae_X_ASV_25684",0.540142997003896,"positive",0.540142997003896
"Costaria_ASV_10957","Pseudoscourfieldiaceae_X_ASV_25684",0.510829320926705,"positive",0.510829320926705
"Pterocystida_ASV_21672","Pseudoscourfieldiaceae_X_ASV_25684",0.540568639541753,"positive",0.540568639541753
"Placuna_ASV_17776","Pseudoscourfieldiaceae_X_ASV_25684",0.596933285617834,"positive",0.596933285617834
"Mediophyceae_ASV_10516","Pseudoscourfieldiaceae_X_ASV_25684",0.711627324347723,"positive",0.711627324347723
"Bacillariophyceae_ASV_10175","Pseudoscourfieldiaceae_X_ASV_25684",0.635024962715995,"positive",0.635024962715995
"Telonema-Group-1_ASV_18184","Pseudoscourfieldiaceae_X_ASV_25684",0.607220748827426,"positive",0.607220748827426
"Naviculaceae_ASV_9847","Pseudoscourfieldiaceae_X_ASV_25684",0.630583442087152,"positive",0.630583442087152
"Heribaudiella_ASV_10928","Pseudoscourfieldiaceae_X_ASV_25684",0.5914630105202,"positive",0.5914630105202
"Bacillariophyceae_ASV_6651","Pseudoscourfieldiaceae_X_ASV_25684",0.607377617406906,"positive",0.607377617406906
"Navicula_ASV_10502","Pseudoscourfieldiaceae_X_ASV_25684",0.632158676682258,"positive",0.632158676682258
"Bacillariophyceae_ASV_9867","Pseudoscourfieldiaceae_X_ASV_25684",0.657597667295441,"positive",0.657597667295441
"Phaeophyceae_XX_ASV_8454","Pseudoscourfieldiaceae_X_ASV_25684",0.663239077967238,"positive",0.663239077967238
"Scytosiphon_ASV_8447","Pseudoscourfieldiaceae_X_ASV_25684",0.546455507318435,"positive",0.546455507318435
"Stypopodium_ASV_10934","Pseudoscourfieldiaceae_X_ASV_25684",0.541061510400965,"positive",0.541061510400965
"Phaeophyceae_XX_ASV_8507","Pseudoscourfieldiaceae_X_ASV_25684",0.571014766747124,"positive",0.571014766747124
"Bacillariaceae_ASV_10168","Pseudoscourfieldiaceae_X_ASV_25684",0.647354352534207,"positive",0.647354352534207
"Dino-Group-I-Clade-1_X_ASV_25271","Pseudoscourfieldiaceae_X_ASV_25684",0.683611532135651,"positive",0.683611532135651
"Mediophyceae_ASV_9615","Pseudoscourfieldiaceae_X_ASV_25684",0.576101747570671,"positive",0.576101747570671
"Dino-Group-I-Clade-1_X_ASV_25263","Pseudoscourfieldiaceae_X_ASV_25684",0.580462612471027,"positive",0.580462612471027
"Dino-Group-I-Clade-1_X_ASV_21086","Pseudoscourfieldiaceae_X_ASV_25684",0.733479409150468,"positive",0.733479409150468
"Palmaria_ASV_24380","Pseudoscourfieldiaceae_X_ASV_25684",0.536828501175654,"positive",0.536828501175654
"Navicula_ASV_10078","Loxosomella_ASV_16675",0.7576268872863,"positive",0.7576268872863
"Navicula_ASV_10098","Loxosomella_ASV_16675",0.697546663544911,"positive",0.697546663544911
"Costaria_ASV_10957","Loxosomella_ASV_16675",0.658242750218661,"positive",0.658242750218661
"Pterocystida_ASV_21672","Loxosomella_ASV_16675",0.605366930795641,"positive",0.605366930795641
"Placuna_ASV_17776","Loxosomella_ASV_16675",0.587132242929174,"positive",0.587132242929174
"Mediophyceae_ASV_10516","Loxosomella_ASV_16675",0.728217313327698,"positive",0.728217313327698
"Grammonema_ASV_10016","Loxosomella_ASV_16675",0.614603764585505,"positive",0.614603764585505
"Bacillariophyceae_ASV_10175","Loxosomella_ASV_16675",0.586356222358249,"positive",0.586356222358249
"Telonema-Group-1_ASV_18184","Loxosomella_ASV_16675",0.50971114939652,"positive",0.50971114939652
"Naviculaceae_ASV_9847","Loxosomella_ASV_16675",0.722349754717002,"positive",0.722349754717002
"Heribaudiella_ASV_10928","Loxosomella_ASV_16675",0.560701931906724,"positive",0.560701931906724
"Bacillariophyceae_ASV_6651","Loxosomella_ASV_16675",0.586697362215587,"positive",0.586697362215587
"Navicula_ASV_10502","Loxosomella_ASV_16675",0.661872542682462,"positive",0.661872542682462
"Bacillariophyceae_ASV_9867","Loxosomella_ASV_16675",0.697638193594922,"positive",0.697638193594922
"Phaeophyceae_XX_ASV_8454","Loxosomella_ASV_16675",0.695540540794965,"positive",0.695540540794965
"Scytosiphon_ASV_8447","Loxosomella_ASV_16675",0.688149499049353,"positive",0.688149499049353
"Stypopodium_ASV_10934","Loxosomella_ASV_16675",0.675473876647674,"positive",0.675473876647674
"Phaeophyceae_XX_ASV_8507","Loxosomella_ASV_16675",0.567172458125445,"positive",0.567172458125445
"Bacillariaceae_ASV_10168","Loxosomella_ASV_16675",0.60591642079276,"positive",0.60591642079276
"Dino-Group-I-Clade-1_X_ASV_25271","Loxosomella_ASV_16675",0.600439501292032,"positive",0.600439501292032
"Mediophyceae_ASV_9615","Loxosomella_ASV_16675",0.57477691649301,"positive",0.57477691649301
"Dino-Group-I-Clade-1_X_ASV_25263","Loxosomella_ASV_16675",0.503950073798649,"positive",0.503950073798649
"Dino-Group-I-Clade-1_X_ASV_21086","Loxosomella_ASV_16675",0.756290275970323,"positive",0.756290275970323
"Palmaria_ASV_24380","Loxosomella_ASV_16675",0.50889854578011,"positive",0.50889854578011
"Pseudoscourfieldiaceae_X_ASV_25684","Loxosomella_ASV_16675",0.685307889558493,"positive",0.685307889558493
"Navicula_ASV_10078","Naviculaceae_ASV_9674",0.598095645974852,"positive",0.598095645974852
"Navicula_ASV_10098","Naviculaceae_ASV_9674",0.504900680231521,"positive",0.504900680231521
"Mediophyceae_ASV_10516","Naviculaceae_ASV_9674",0.576774656218132,"positive",0.576774656218132
"Naviculaceae_ASV_9847","Naviculaceae_ASV_9674",0.54680533044305,"positive",0.54680533044305
"Navicula_ASV_10502","Naviculaceae_ASV_9674",0.519306243767773,"positive",0.519306243767773
"Bacillariophyceae_ASV_9867","Naviculaceae_ASV_9674",0.54443570395674,"positive",0.54443570395674
"Phaeophyceae_XX_ASV_8454","Naviculaceae_ASV_9674",0.545360377696368,"positive",0.545360377696368
"Scytosiphon_ASV_8447","Naviculaceae_ASV_9674",0.50266797440416,"positive",0.50266797440416
"Dino-Group-I-Clade-1_X_ASV_25271","Naviculaceae_ASV_9674",0.508134869340622,"positive",0.508134869340622
"Dino-Group-I-Clade-1_X_ASV_21086","Naviculaceae_ASV_9674",0.597132816538472,"positive",0.597132816538472
"Pseudoscourfieldiaceae_X_ASV_25684","Naviculaceae_ASV_9674",0.557236830851761,"positive",0.557236830851761
"Loxosomella_ASV_16675","Naviculaceae_ASV_9674",0.583829313698948,"positive",0.583829313698948
"Navicula_ASV_10078","Pterocystidae_ASV_21686",0.507401937319344,"positive",0.507401937319344
"Dino-Group-I-Clade-1_X_ASV_25271","Pterocystidae_ASV_21686",0.527593990039894,"positive",0.527593990039894
"Dino-Group-I-Clade-1_X_ASV_21086","Pterocystidae_ASV_21686",0.50684622603733,"positive",0.50684622603733
"Pseudoscourfieldiaceae_X_ASV_25684","Pterocystidae_ASV_21686",0.518642072296877,"positive",0.518642072296877
"Navicula_ASV_10078","Lichomolgus_ASV_17960",0.589447543597252,"negative",-0.589447543597252
"Ectocarpus_ASV_8433","Lichomolgus_ASV_17960",0.514096164040411,"negative",-0.514096164040411
"Placuna_ASV_17776","Lichomolgus_ASV_17960",0.508485746413682,"negative",-0.508485746413682
"Mediophyceae_ASV_10516","Lichomolgus_ASV_17960",0.57707877977377,"negative",-0.57707877977377
"Bacillariophyceae_ASV_10175","Lichomolgus_ASV_17960",0.580301801844904,"negative",-0.580301801844904
"Telonema-Group-1_ASV_18184","Lichomolgus_ASV_17960",0.60736640620695,"negative",-0.60736640620695
"Heribaudiella_ASV_10928","Lichomolgus_ASV_17960",0.525495723592641,"negative",-0.525495723592641
"Bacillariophyceae_ASV_6651","Lichomolgus_ASV_17960",0.528405587831031,"negative",-0.528405587831031
