"OTU_j","OTU_k","res_cor","env_cor","Class_j","Division_j","Class_k","Division_k","same_class","same_division","quadrant","surprise","strong_res","concordant"
"Ectocarpus_ASV_8433","Maxillopoda_ASV_13791",0.0189547109415502,0.645574179686939,"Phaeophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q1",-0.626619468745389,FALSE,TRUE
"Diplosoma_ASV_13104","Maxillopoda_ASV_13791",-0.261617081995137,0.260000345234137,"Urochordata","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q2",0.00161673676099994,FALSE,FALSE
"Phallusia_ASV_17107","Maxillopoda_ASV_13791",0.0974440531394019,0.342658784373784,"Urochordata","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q1",-0.245214731234382,FALSE,TRUE
"Tiaropsidium_ASV_16743","Maxillopoda_ASV_13791",0.321488033607481,-0.57626921663093,"Cnidaria","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q3",-0.254781183023449,FALSE,FALSE
"Navicula_ASV_10098","Maxillopoda_ASV_13791",-0.323804015671384,0.65347161823519,"Bacillariophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q2",-0.329667602563806,FALSE,FALSE
"Costaria_ASV_10957","Maxillopoda_ASV_13791",-0.304048010882181,0.324675594016913,"Phaeophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q2",-0.0206275831347321,FALSE,FALSE
"Navicula_ASV_10078","Pterocystida_ASV_21672",0.599538390970315,0.237495485683335,"Bacillariophyceae","Stramenopiles","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q1",0.36204290528698,TRUE,TRUE
"Electra_ASV_17846","Pterocystida_ASV_21672",0.127531772284181,0.0794826483832713,"Bryozoa","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q1",0.0480491239009102,FALSE,TRUE
"Ectocarpus_ASV_8433","Pterocystida_ASV_21672",0.362461358353803,0.263595596415117,"Phaeophyceae","Stramenopiles","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q1",0.0988657619386858,FALSE,TRUE
"Diplosoma_ASV_13104","Pterocystida_ASV_21672",-0.0405145201907273,-0.208007072632928,"Urochordata","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q4",-0.1674925524422,FALSE,TRUE
"Phallusia_ASV_17107","Pterocystida_ASV_21672",0.106275716961682,-0.0760653297119311,"Urochordata","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q3",0.0302103872497507,FALSE,FALSE
"Tiaropsidium_ASV_16743","Pterocystida_ASV_21672",-0.0322611089942402,0.00836005378798233,"Cnidaria","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q2",0.0239010552062578,FALSE,FALSE
"Navicula_ASV_10098","Pterocystida_ASV_21672",0.556903407913876,0.317689104338844,"Bacillariophyceae","Stramenopiles","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q1",0.239214303575032,TRUE,TRUE
"Costaria_ASV_10957","Pterocystida_ASV_21672",0.525483734738158,0.471820582244171,"Phaeophyceae","Stramenopiles","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q1",0.0536631524939874,TRUE,TRUE
"Maxillopoda_ASV_13791","Pterocystida_ASV_21672",-0.18424574112202,0.204143279008264,"Arthropoda","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q2",-0.019897537886244,FALSE,FALSE
"Navicula_ASV_10078","Placuna_ASV_17776",0.621723287823115,-0.237238836334797,"Bacillariophyceae","Stramenopiles","Mollusca","Opisthokonta",FALSE,FALSE,"Q3",0.384484451488318,TRUE,FALSE
"Electra_ASV_17846","Placuna_ASV_17776",0.145594953529069,0.319350191097273,"Bryozoa","Opisthokonta","Mollusca","Opisthokonta",FALSE,TRUE,"Q1",-0.173755237568204,FALSE,TRUE
"Ectocarpus_ASV_8433","Placuna_ASV_17776",0.438409320536981,-0.177177674154991,"Phaeophyceae","Stramenopiles","Mollusca","Opisthokonta",FALSE,FALSE,"Q3",0.26123164638199,FALSE,FALSE
"Diplosoma_ASV_13104","Placuna_ASV_17776",-0.195031413742796,0.777487180562109,"Urochordata","Opisthokonta","Mollusca","Opisthokonta",FALSE,TRUE,"Q2",-0.582455766819312,FALSE,FALSE
"Phallusia_ASV_17107","Placuna_ASV_17776",0.180251404270841,0.099222316127688,"Urochordata","Opisthokonta","Mollusca","Opisthokonta",FALSE,TRUE,"Q1",0.0810290881431534,FALSE,TRUE
"Tiaropsidium_ASV_16743","Placuna_ASV_17776",0.142839662324927,-0.472721721895459,"Cnidaria","Opisthokonta","Mollusca","Opisthokonta",FALSE,TRUE,"Q3",-0.329882059570532,FALSE,FALSE
"Navicula_ASV_10098","Placuna_ASV_17776",0.474990730381957,-0.199616506079779,"Bacillariophyceae","Stramenopiles","Mollusca","Opisthokonta",FALSE,FALSE,"Q3",0.275374224302179,FALSE,FALSE
"Costaria_ASV_10957","Placuna_ASV_17776",0.449029488246479,-0.452068709257234,"Phaeophyceae","Stramenopiles","Mollusca","Opisthokonta",FALSE,FALSE,"Q3",-0.0030392210107546,FALSE,FALSE
"Maxillopoda_ASV_13791","Placuna_ASV_17776",-0.0807921027089989,0.0646436054459349,"Arthropoda","Opisthokonta","Mollusca","Opisthokonta",FALSE,TRUE,"Q2",0.0161484972630639,FALSE,FALSE
"Pterocystida_ASV_21672","Placuna_ASV_17776",0.463619817499944,-0.52188830377767,"Pterocystida","Centroplasthelida","Mollusca","Opisthokonta",FALSE,FALSE,"Q3",-0.058268486277726,FALSE,FALSE
"Navicula_ASV_10078","Pterocystida_ASV_21674",0.0382820888148487,0.30002329430815,"Bacillariophyceae","Stramenopiles","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q1",-0.261741205493302,FALSE,TRUE
"Electra_ASV_17846","Pterocystida_ASV_21674",-0.0044033305681401,0.169143462043627,"Bryozoa","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q2",-0.164740131475487,FALSE,FALSE
"Ectocarpus_ASV_8433","Pterocystida_ASV_21674",-0.0356541047009645,0.408269709981355,"Phaeophyceae","Stramenopiles","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q2",-0.37261560528039,FALSE,FALSE
"Diplosoma_ASV_13104","Pterocystida_ASV_21674",0.141285553105286,-0.353866972252013,"Urochordata","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q3",-0.212581419146726,FALSE,FALSE
"Phallusia_ASV_17107","Pterocystida_ASV_21674",-0.0590709766262296,0.198338188684033,"Urochordata","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q2",-0.139267212057804,FALSE,FALSE
"Tiaropsidium_ASV_16743","Pterocystida_ASV_21674",-0.167818127359333,-0.0587401883206825,"Cnidaria","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q4",0.10907793903865,FALSE,TRUE
"Navicula_ASV_10098","Pterocystida_ASV_21674",0.131952497128855,0.365193106480596,"Bacillariophyceae","Stramenopiles","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q1",-0.233240609351741,FALSE,TRUE
"Costaria_ASV_10957","Pterocystida_ASV_21674",0.123720919049174,0.432785285032014,"Phaeophyceae","Stramenopiles","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q1",-0.30906436598284,FALSE,TRUE
"Maxillopoda_ASV_13791","Pterocystida_ASV_21674",-0.115445464797592,0.414762838009106,"Arthropoda","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q2",-0.299317373211515,FALSE,FALSE
"Pterocystida_ASV_21672","Pterocystida_ASV_21674",0.0634983903251889,0.764100225081557,"Pterocystida","Centroplasthelida","Pterocystida","Centroplasthelida",TRUE,TRUE,"Q1",-0.700601834756368,FALSE,TRUE
"Placuna_ASV_17776","Pterocystida_ASV_21674",0.0099701366785723,-0.585553877073045,"Mollusca","Opisthokonta","Pterocystida","Centroplasthelida",FALSE,FALSE,"Q3",-0.575583740394473,FALSE,FALSE
"Navicula_ASV_10078","Maxillopoda_ASV_13929",0.410548164583003,0.550222635772687,"Bacillariophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q1",-0.139674471189685,FALSE,TRUE
"Electra_ASV_17846","Maxillopoda_ASV_13929",0.114409520130163,0.429810140344644,"Bryozoa","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q1",-0.315400620214481,FALSE,TRUE
"Ectocarpus_ASV_8433","Maxillopoda_ASV_13929",0.37510751179451,0.652809181592667,"Phaeophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q1",-0.277701669798157,FALSE,TRUE
"Diplosoma_ASV_13104","Maxillopoda_ASV_13929",-0.338261633385069,-0.0687338494789627,"Urochordata","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q4",0.269527783906107,FALSE,TRUE
"Phallusia_ASV_17107","Maxillopoda_ASV_13929",0.21491312374564,0.331353372460895,"Urochordata","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q1",-0.116440248715255,FALSE,TRUE
"Tiaropsidium_ASV_16743","Maxillopoda_ASV_13929",0.335662356089783,-0.3223516233843,"Cnidaria","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q3",0.0133107327054837,FALSE,FALSE
"Navicula_ASV_10098","Maxillopoda_ASV_13929",0.173309476450041,0.574314241326077,"Bacillariophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q1",-0.401004764876037,FALSE,TRUE
"Costaria_ASV_10957","Maxillopoda_ASV_13929",0.165230208397487,0.253359367851917,"Phaeophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q1",-0.0881291594544297,FALSE,TRUE
"Maxillopoda_ASV_13791","Maxillopoda_ASV_13929",0.0976066066853117,0.739685538113298,"Arthropoda","Opisthokonta","Arthropoda","Opisthokonta",TRUE,TRUE,"Q1",-0.642078931427986,FALSE,TRUE
"Pterocystida_ASV_21672","Maxillopoda_ASV_13929",0.258385671434014,0.187942003157868,"Pterocystida","Centroplasthelida","Arthropoda","Opisthokonta",FALSE,FALSE,"Q1",0.0704436682761459,FALSE,TRUE
"Placuna_ASV_17776","Maxillopoda_ASV_13929",0.359848789309117,-0.116230096128173,"Mollusca","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q3",0.243618693180944,FALSE,FALSE
"Pterocystida_ASV_21674","Maxillopoda_ASV_13929",-0.0699108102060124,0.490191512438456,"Pterocystida","Centroplasthelida","Arthropoda","Opisthokonta",FALSE,FALSE,"Q2",-0.420280702232444,FALSE,FALSE
"Navicula_ASV_10078","Mediophyceae_ASV_10516",0.755196106169332,0.710264708059021,"Bacillariophyceae","Stramenopiles","Mediophyceae","Stramenopiles",FALSE,TRUE,"Q1",0.0449313981103113,TRUE,TRUE
"Electra_ASV_17846","Mediophyceae_ASV_10516",0.171913184698503,0.172625671998303,"Bryozoa","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",-0.000712487299799613,FALSE,TRUE
"Ectocarpus_ASV_8433","Mediophyceae_ASV_10516",0.509384665772377,0.589234169277965,"Phaeophyceae","Stramenopiles","Mediophyceae","Stramenopiles",FALSE,TRUE,"Q1",-0.0798495035055883,TRUE,TRUE
"Diplosoma_ASV_13104","Mediophyceae_ASV_10516",-0.180272238813791,-0.120197163481564,"Urochordata","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q4",0.0600750753322268,FALSE,TRUE
"Phallusia_ASV_17107","Mediophyceae_ASV_10516",0.193026525147907,-0.197660592116714,"Urochordata","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q3",-0.00463406696880767,FALSE,FALSE
"Tiaropsidium_ASV_16743","Mediophyceae_ASV_10516",0.10826155446463,0.0418713641115897,"Cnidaria","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.0663901903530408,FALSE,TRUE
"Navicula_ASV_10098","Mediophyceae_ASV_10516",0.6149033622641,0.712159401707608,"Bacillariophyceae","Stramenopiles","Mediophyceae","Stramenopiles",FALSE,TRUE,"Q1",-0.0972560394435079,TRUE,TRUE
"Costaria_ASV_10957","Mediophyceae_ASV_10516",0.580918380086395,0.748118632857188,"Phaeophyceae","Stramenopiles","Mediophyceae","Stramenopiles",FALSE,TRUE,"Q1",-0.167200252770793,TRUE,TRUE
"Maxillopoda_ASV_13791","Mediophyceae_ASV_10516",-0.13894601599019,0.399500000875269,"Arthropoda","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q2",-0.260553984885079,FALSE,FALSE
"Pterocystida_ASV_21672","Mediophyceae_ASV_10516",0.576062148699906,0.480788686683383,"Pterocystida","Centroplasthelida","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.0952734620165231,TRUE,TRUE
"Placuna_ASV_17776","Mediophyceae_ASV_10516",0.60162535966076,-0.36358818280962,"Mollusca","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q3",0.23803717685114,TRUE,FALSE
"Pterocystida_ASV_21674","Mediophyceae_ASV_10516",0.032789882788965,0.428347574840534,"Pterocystida","Centroplasthelida","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",-0.395557692051569,FALSE,TRUE
"Maxillopoda_ASV_13929","Mediophyceae_ASV_10516",0.40309069781908,0.401646756355391,"Arthropoda","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.00144394146368915,FALSE,TRUE
"Navicula_ASV_10078","Grammonema_ASV_10016",0.530200149401317,0.876949444705444,"Bacillariophyceae","Stramenopiles","Bacillariophyceae","Stramenopiles",TRUE,TRUE,"Q1",-0.346749295304127,TRUE,TRUE
"Electra_ASV_17846","Grammonema_ASV_10016",0.0867579936857547,0.491800938695509,"Bryozoa","Opisthokonta","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q1",-0.405042945009755,FALSE,TRUE
"Ectocarpus_ASV_8433","Grammonema_ASV_10016",0.198581096793071,0.822926874324478,"Phaeophyceae","Stramenopiles","Bacillariophyceae","Stramenopiles",FALSE,TRUE,"Q1",-0.624345777531407,FALSE,TRUE
"Diplosoma_ASV_13104","Grammonema_ASV_10016",0.262594834771643,0.0325548352986818,"Urochordata","Opisthokonta","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.230039999472961,FALSE,TRUE
"Phallusia_ASV_17107","Grammonema_ASV_10016",-0.0426174072707233,0.143747625412225,"Urochordata","Opisthokonta","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q2",-0.101130218141502,FALSE,FALSE
"Tiaropsidium_ASV_16743","Grammonema_ASV_10016",-0.372349516312475,-0.430296710957544,"Cnidaria","Opisthokonta","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q4",-0.0579471946450691,FALSE,TRUE
"Navicula_ASV_10098","Grammonema_ASV_10016",0.69243615082396,0.972944705238015,"Bacillariophyceae","Stramenopiles","Bacillariophyceae","Stramenopiles",TRUE,TRUE,"Q1",-0.280508554414055,TRUE,TRUE
"Costaria_ASV_10957","Grammonema_ASV_10016",0.651737480801619,0.607478964200821,"Phaeophyceae","Stramenopiles","Bacillariophyceae","Stramenopiles",FALSE,TRUE,"Q1",0.0442585166007976,TRUE,TRUE
"Maxillopoda_ASV_13791","Grammonema_ASV_10016",-0.377994566630557,0.686271967923275,"Arthropoda","Opisthokonta","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q2",-0.308277401292718,FALSE,FALSE
"Pterocystida_ASV_21672","Grammonema_ASV_10016",0.493164443148081,0.358357049898845,"Pterocystida","Centroplasthelida","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.134807393249236,FALSE,TRUE
"Placuna_ASV_17776","Grammonema_ASV_10016",0.369277289458051,-0.147254325483005,"Mollusca","Opisthokonta","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q3",0.222022963975046,FALSE,FALSE
"Pterocystida_ASV_21674","Grammonema_ASV_10016",0.165130848842284,0.376936823042055,"Pterocystida","Centroplasthelida","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q1",-0.211805974199771,FALSE,TRUE
"Maxillopoda_ASV_13929","Grammonema_ASV_10016",0.0492702425336977,0.577679597383974,"Arthropoda","Opisthokonta","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q1",-0.528409354850276,FALSE,TRUE
"Mediophyceae_ASV_10516","Grammonema_ASV_10016",0.50115623646236,0.747202102177321,"Mediophyceae","Stramenopiles","Bacillariophyceae","Stramenopiles",FALSE,TRUE,"Q1",-0.246045865714961,TRUE,TRUE
"Navicula_ASV_10078","OTU_ASV_33054",0.0446594496486453,0.500253576637671,"Bacillariophyceae","Stramenopiles",NA,NA,FALSE,FALSE,"Q1",-0.455594126989025,FALSE,TRUE
"Electra_ASV_17846","OTU_ASV_33054",0.0129234740953246,0.633632533202029,"Bryozoa","Opisthokonta",NA,NA,FALSE,FALSE,"Q1",-0.620709059106704,FALSE,TRUE
"Ectocarpus_ASV_8433","OTU_ASV_33054",0.0430443159446859,0.663222092794821,"Phaeophyceae","Stramenopiles",NA,NA,FALSE,FALSE,"Q1",-0.620177776850135,FALSE,TRUE
"Diplosoma_ASV_13104","OTU_ASV_33054",-0.0422773921057896,0.147394017542636,"Urochordata","Opisthokonta",NA,NA,FALSE,FALSE,"Q2",-0.105116625436847,FALSE,FALSE
"Phallusia_ASV_17107","OTU_ASV_33054",0.0258872877668986,0.427883501433297,"Urochordata","Opisthokonta",NA,NA,FALSE,FALSE,"Q1",-0.401996213666398,FALSE,TRUE
"Tiaropsidium_ASV_16743","OTU_ASV_33054",0.0428284455320263,-0.536396272465005,"Cnidaria","Opisthokonta",NA,NA,FALSE,FALSE,"Q3",-0.493567826932979,FALSE,FALSE
"Navicula_ASV_10098","OTU_ASV_33054",0.0151802285455537,0.645467113471929,"Bacillariophyceae","Stramenopiles",NA,NA,FALSE,FALSE,"Q1",-0.630286884926375,FALSE,TRUE
"Costaria_ASV_10957","OTU_ASV_33054",0.0145385396182755,0.374791438273965,"Phaeophyceae","Stramenopiles",NA,NA,FALSE,FALSE,"Q1",-0.36025289865569,FALSE,TRUE
"Maxillopoda_ASV_13791","OTU_ASV_33054",0.0145677006016055,0.799838099632727,"Arthropoda","Opisthokonta",NA,NA,FALSE,FALSE,"Q1",-0.785270399031122,FALSE,TRUE
"Pterocystida_ASV_21672","OTU_ASV_33054",0.0268574663044999,0.433139914382194,"Pterocystida","Centroplasthelida",NA,NA,FALSE,FALSE,"Q1",-0.406282448077694,FALSE,TRUE
"Placuna_ASV_17776","OTU_ASV_33054",0.0398923573638204,-0.10845486065939,"Mollusca","Opisthokonta",NA,NA,FALSE,FALSE,"Q3",-0.0685625032955695,FALSE,FALSE
"Pterocystida_ASV_21674","OTU_ASV_33054",-0.00960651364779441,0.658819010094181,"Pterocystida","Centroplasthelida",NA,NA,FALSE,FALSE,"Q2",-0.649212496446387,FALSE,FALSE
"Maxillopoda_ASV_13929","OTU_ASV_33054",0.0428262042431151,0.688962175347616,"Arthropoda","Opisthokonta",NA,NA,FALSE,FALSE,"Q1",-0.6461359711045,FALSE,TRUE
"Mediophyceae_ASV_10516","OTU_ASV_33054",0.0440003590293821,0.398971578210467,"Mediophyceae","Stramenopiles",NA,NA,FALSE,FALSE,"Q1",-0.354971219181085,FALSE,TRUE
"Grammonema_ASV_10016","OTU_ASV_33054",0.00026814551624726,0.634011505490954,"Bacillariophyceae","Stramenopiles",NA,NA,FALSE,FALSE,"Q1",-0.633743359974707,FALSE,TRUE
"Navicula_ASV_10078","Harpacticus_ASV_13902",-0.130698728489,0.0847924634169351,"Bacillariophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q2",0.0459062650720649,FALSE,FALSE
"Electra_ASV_17846","Harpacticus_ASV_13902",-0.0314151856548932,0.5539721738618,"Bryozoa","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q2",-0.522556988206907,FALSE,FALSE
"Ectocarpus_ASV_8433","Harpacticus_ASV_13902",-0.0959499993332272,0.305695220896304,"Phaeophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q2",-0.209745221563077,FALSE,FALSE
"Diplosoma_ASV_13104","Harpacticus_ASV_13902",0.0502672264453845,0.53726500248924,"Urochordata","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q1",-0.486997776043855,FALSE,TRUE
"Phallusia_ASV_17107","Harpacticus_ASV_13902",-0.0421347148297186,0.644456963181371,"Urochordata","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q2",-0.602322248351653,FALSE,FALSE
