"site","season","OTU_Label","display_label","Class","abund_weight","PE","wPE","PET","wPET"
"TBS","Winter","Phaeophyceae_XX_ASV_10925","Phaeophyceae_XX_ASV_10925","Phaeophyceae",0.00526651100472068,"ns","higher_occurrence","ns","higher_occurrence"
"TBS","Winter","Phaeophyceae_XX_ASV_8454","Phaeophyceae_XX_ASV_8454","Phaeophyceae",0.0332017107611982,"higher_occurrence","higher_occurrence","ns","ns"
"TBS","Winter","Phaeophyceae_XX_ASV_8496","Phaeophyceae_XX_ASV_8496","Phaeophyceae",0.00708045937145494,"higher_occurrence","higher_occurrence","ns","ns"
"TBS","Winter","Ephelota_ASV_4004","Ephelota sp. Ephelota_ASV_4004","Phyllopharyngea",0.128115449239633,"lower_occurrence","ns","ns","ns"
"TBS","Winter","Pseudoscourfieldiaceae_X_ASV_25684","Pseudoscourfieldiaceae_X_sp.","Pseudoscourfieldiophyceae",0.0254480815489377,"higher_occurrence","ns","ns","higher_occurrence"
"TBS","Winter","Spirotrichea_ASV_12539","Spirotrichea_ASV_12539","Spirotrichea",0.0128991934202361,"ns","ns","higher_occurrence","higher_occurrence"
"TBS","Winter","Dino-Group-I-Clade-1_X_ASV_21086","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.0242859399649427,"higher_occurrence","ns","ns","higher_occurrence"
"TBS","Winter","Dino-Group-I-Clade-1_X_ASV_25263","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.0240898296765062,"higher_occurrence","ns","ns","higher_occurrence"
"TBS","Winter","Dino-Group-I-Clade-1_X_ASV_25271","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.0310238177962359,"higher_occurrence","ns","ns","higher_occurrence"
"TBS","Winter","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Dino-Group-II-Clade-10-and-11_X_sp.","Syndiniales",0.0110589855552618,"ns","ns","ns","higher_occurrence"
"TBS","Winter","Telonema-Group-1_ASV_18184","Telonema_subtile","Telonemia_XX",0.0753274257089953,"higher_occurrence","higher_occurrence","ns","ns"
"TBS","Winter","OTU_ASV_12542","OTU_ASV_12542",NA,0.00454508396010712,"higher_occurrence","ns","ns","ns"
"TBS","Winter","OTU_ASV_13628","OTU_ASV_13628",NA,0.010507686482571,"ns","higher_occurrence","ns","higher_occurrence"
"TBS","Winter","OTU_ASV_17235","OTU_ASV_17235",NA,0.0162757430299401,"higher_occurrence","higher_occurrence","ns","ns"
"TBS","Spring","Pterocystida_ASV_20844","Pterocystida_ASV_20844","Pterocystida",0.0172274516960163,"higher_occurrence","higher_occurrence","higher_occurrence","higher_occurrence"
"TBS","Spring","Spirotrichea_ASV_12539","Spirotrichea_ASV_12539","Spirotrichea",0.0128991934202361,"ns","higher_occurrence","ns","ns"
"TBS","Summer","Bacillariophyceae_ASV_32933","Bacillariophyceae_ASV_32933","Bacillariophyceae",0.00526920880452405,"ns","higher_occurrence","ns","ns"
"TBS","Summer","Bacillariophyceae_ASV_9918","Bacillariophyceae_ASV_9918","Bacillariophyceae",0.00595938222893109,"ns","ns","higher_occurrence","higher_occurrence"
"TBS","Summer","Cymbella_ASV_11535","Cymbella_acuta","Bacillariophyceae",0.00803534659968157,"ns","ns","higher_occurrence","ns"
"TBS","Summer","Navicula_ASV_9836","Navicula sp. Navicula_ASV_9836","Bacillariophyceae",0.00445255501471619,"ns","higher_occurrence","ns","ns"
"TBS","Summer","Pleurosigma_ASV_10260","Pleurosigma_intermedium","Bacillariophyceae",0.00525138082428398,"ns","higher_occurrence","ns","higher_occurrence"
"TBS","Summer","Metromonas_ASV_18427","Metromonas_simplex","Filosa-Metromonadea",0.0101432011440985,"ns","higher_occurrence","ns","ns"
"TBS","Summer","Ephelota_ASV_4004","Ephelota sp. Ephelota_ASV_4004","Phyllopharyngea",0.128115449239633,"lower_occurrence","ns","ns","ns"
"TBS","Summer","Aplanochytrium_ASV_9331","Aplanochytrium_sp.","Sagenista",0.0149543872810011,"higher_occurrence","higher_occurrence","higher_occurrence","higher_occurrence"
"TBS","Summer","Dino-Group-I-Clade-1_X_ASV_25271","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.0310238177962359,"higher_occurrence","higher_occurrence","higher_occurrence","higher_occurrence"
"TBS","Fall","Arthropoda_ASV_17239","Arthropoda_ASV_17239","Arthropoda",0.00742754009626867,"ns","higher_occurrence","ns","ns"
"TBS","Fall","Bacillariophyceae_ASV_9843","Bacillariophyceae_ASV_9843","Bacillariophyceae",0.00384803533276133,"ns","higher_occurrence","ns","ns"
"TBS","Fall","Pleurosigma_ASV_10260","Pleurosigma_intermedium","Bacillariophyceae",0.00525138082428398,"ns","higher_occurrence","ns","higher_occurrence"
"TBS","Fall","Reckertia_ASV_15655","Reckertia_filosa","Filosa-Imbricatea",0.0112934858154967,"ns","lower_occurrence","lower_occurrence","ns"
"TBS","Fall","Pterocystida_ASV_20844","Pterocystida_ASV_20844","Pterocystida",0.0172274516960163,"ns","higher_occurrence","ns","ns"
"TBS","Fall","Dino-Group-I-Clade-1_X_ASV_21086","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.0242859399649427,"ns","higher_occurrence","ns","ns"
"TBS","Fall","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Dino-Group-II-Clade-10-and-11_X_sp.","Syndiniales",0.0110589855552618,"ns","higher_occurrence","ns","ns"
"TBS","Fall","Telonema-Group-1_ASV_18184","Telonema_subtile","Telonemia_XX",0.0753274257089953,"ns","ns","higher_occurrence","ns"
"TBS","Fall","OTU_ASV_15511","OTU_ASV_15511",NA,0.00888351242421432,"ns","ns","lower_occurrence","ns"
