"site","season","OTU_Label","display_label","Class","abund_weight","PE","wPE","PET","wPET"
"SELVA","Fall","Bacillariophyceae_ASV_9843","Bacillariophyceae_ASV_9843","Bacillariophyceae",0.00384803533276133,"ns","higher_occurrence","higher_occurrence","ns"
"SELVA","Fall","Bacillariophyceae_ASV_9977","Bacillariophyceae_ASV_9977","Bacillariophyceae",0.00531940047400552,"ns","lower_occurrence","ns","ns"
"SELVA","Fall","Craticula_ASV_10145","Craticula_importuna","Bacillariophyceae",0.00989127748996579,"ns","ns","lower_occurrence","ns"
"SELVA","Fall","Pleurosigma_ASV_10260","Pleurosigma_intermedium","Bacillariophyceae",0.00525138082428398,"ns","higher_occurrence","ns","ns"
"SELVA","Fall","Saccharina_ASV_10960","Saccharina_japonica","Phaeophyceae",0.0400931924607718,"ns","higher_occurrence","ns","ns"
"SELVA","Fall","Phaeocystis_ASV_20921","Phaeocystis_globosa","Prymnesiophyceae",0.00550243193956923,"ns","lower_occurrence","lower_occurrence","ns"
"SELVA","Fall","Pseudoscourfieldiaceae_X_ASV_25684","Pseudoscourfieldiaceae_X_sp.","Pseudoscourfieldiophyceae",0.0254480815489377,"ns","higher_occurrence","higher_occurrence","ns"
"SELVA","Fall","Pterocystida_ASV_21672","Pterocystida_ASV_21672","Pterocystida",0.249741979965727,"ns","ns","higher_occurrence","ns"
"SELVA","Fall","Aplanochytrium_ASV_9331","Aplanochytrium_sp.","Sagenista",0.0149543872810011,"ns","higher_occurrence","higher_occurrence","ns"
"SELVA","Fall","Dino-Group-I-Clade-1_X_ASV_21077","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.010750244814223,"ns","higher_occurrence","ns","ns"
"SELVA","Fall","Dino-Group-I-Clade-1_X_ASV_21086","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.0242859399649427,"ns","higher_occurrence","higher_occurrence","higher_occurrence"
"SELVA","Fall","Dino-Group-I-Clade-1_X_ASV_25263","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.0240898296765062,"higher_occurrence","higher_occurrence","higher_occurrence","higher_occurrence"
"SELVA","Fall","Dino-Group-I-Clade-1_X_ASV_25271","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.0310238177962359,"ns","ns","higher_occurrence","ns"
"SELVA","Fall","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Dino-Group-II-Clade-10-and-11_X_sp.","Syndiniales",0.0110589855552618,"ns","higher_occurrence","higher_occurrence","higher_occurrence"
"SELVA","Fall","Telonema-Group-1_ASV_18184","Telonema_subtile","Telonemia_XX",0.0753274257089953,"ns","higher_occurrence","higher_occurrence","higher_occurrence"
"SELVA","Fall","Phallusia_ASV_17107","Phallusia sp. Phallusia_ASV_17107","Urochordata",0.398491229341859,"ns","ns","higher_occurrence","ns"
"SELVA","Fall","OTU_ASV_9154","OTU_ASV_9154",NA,0.00693922352904969,"ns","ns","lower_occurrence","ns"
"SELVA","Winter2","Bryocamptus_ASV_13856","Bryocamptus_stillae","Arthropoda",0.0116424898023506,"ns","ns","lower_occurrence","ns"
"SELVA","Winter2","Lichomolgus_ASV_17960","Lichomolgus_marginatus","Arthropoda",0.0134862172140246,"ns","lower_occurrence","ns","ns"
"SELVA","Winter2","Bacillariophyceae_ASV_9918","Bacillariophyceae_ASV_9918","Bacillariophyceae",0.00595938222893109,"ns","ns","higher_occurrence","ns"
"SELVA","Winter2","Bacillariophyceae_ASV_9977","Bacillariophyceae_ASV_9977","Bacillariophyceae",0.00531940047400552,"ns","higher_occurrence","ns","higher_occurrence"
"SELVA","Winter2","Craticula_ASV_10145","Craticula_importuna","Bacillariophyceae",0.00989127748996579,"ns","ns","ns","higher_occurrence"
"SELVA","Winter2","Pleurosigma_ASV_10232","Pleurosigma_sp.","Bacillariophyceae",0.00670476120668429,"ns","ns","higher_occurrence","higher_occurrence"
"SELVA","Winter2","Nolandella_ASV_19262","Nolandella_sp.","Elardia",0.00447937925031652,"ns","ns","higher_occurrence","higher_occurrence"
"SELVA","Winter2","Palmaria_ASV_24380","Palmaria_palmata","Florideophyceae",0.0217840686408269,"ns","ns","higher_occurrence","ns"
"SELVA","Winter2","Chaetoceros_ASV_11054","Chaetoceros_socialis","Mediophyceae",0.00410327560461157,"ns","lower_occurrence","ns","ns"
"SELVA","Winter2","Heribaudiella_ASV_10922","Heribaudiella_fluviatilis","Phaeophyceae",0.00900417840426956,"ns","ns","ns","higher_occurrence"
"SELVA","Winter2","Phaeophyceae_XX_ASV_10925","Phaeophyceae_XX_ASV_10925","Phaeophyceae",0.00526651100472068,"ns","ns","ns","higher_occurrence"
"SELVA","Winter2","Ephelota_ASV_4846","Ephelota_sp.","Phyllopharyngea",0.00801828383670939,"ns","ns","ns","lower_occurrence"
"SELVA","Winter2","Spirotrichea_ASV_12539","Spirotrichea_ASV_12539","Spirotrichea",0.0128991934202361,"ns","ns","ns","higher_occurrence"
"SELVA","Winter2","Spirotrichea_ASV_33143","Spirotrichea_ASV_33143","Spirotrichea",0.0606321955611392,"ns","ns","ns","higher_occurrence"
"SELVA","Winter2","Dino-Group-I-Clade-1_X_ASV_21077","Dino-Group-I-Clade-1_X_sp.","Syndiniales",0.010750244814223,"ns","ns","ns","higher_occurrence"
"SELVA","Winter2","Telonema-Group-1_ASV_18184","Telonema_subtile","Telonemia_XX",0.0753274257089953,"ns","ns","higher_occurrence","ns"
"SELVA","Winter2","OTU_ASV_13628","OTU_ASV_13628",NA,0.010507686482571,"ns","ns","ns","higher_occurrence"
