"OTU_j","OTU_k","res_cor","env_cor","Class_j","Division_j","Class_k","Division_k","same_class","same_division","quadrant","surprise","strong_res","concordant"
"Oithona_ASV_13819","Temora_ASV_17885",-0.274491783620714,0.534738929385857,"Arthropoda","Opisthokonta","Arthropoda","Opisthokonta",TRUE,TRUE,"Q2",-0.260247145765143,FALSE,FALSE
"Neocalanus_ASV_13969","Temora_ASV_17885",0.00279837808194071,0.68103098667523,"Arthropoda","Opisthokonta","Arthropoda","Opisthokonta",TRUE,TRUE,"Q1",-0.678232608593289,FALSE,TRUE
"Paracalanus_ASV_13346","Temora_ASV_17885",-0.233133072662913,0.12182733389162,"Arthropoda","Opisthokonta","Arthropoda","Opisthokonta",TRUE,TRUE,"Q2",0.111305738771293,FALSE,FALSE
"Amphidoma_ASV_23695","Temora_ASV_17885",-0.125084023057999,-0.458057330283901,"Dinophyceae","Alveolata","Arthropoda","Opisthokonta",FALSE,FALSE,"Q4",-0.332973307225901,FALSE,TRUE
"Teleaulax_ASV_21269","Temora_ASV_17885",0.0765384629300615,0.0602920655378435,"Cryptophyceae","Cryptophyta","Arthropoda","Opisthokonta",FALSE,FALSE,"Q1",0.016246397392218,FALSE,TRUE
"Centropages_ASV_17881","Temora_ASV_17885",0.160886791073706,0.704656978275068,"Arthropoda","Opisthokonta","Arthropoda","Opisthokonta",TRUE,TRUE,"Q1",-0.543770187201363,FALSE,TRUE
"Leptocylindrus_ASV_11029","Temora_ASV_17885",-0.26777888907257,0.807655434595725,"Mediophyceae","Stramenopiles","Arthropoda","Opisthokonta",FALSE,FALSE,"Q2",-0.539876545523156,FALSE,FALSE
"Oithona_ASV_13819","Heterocapsa_ASV_23728",0.0734869236535457,-0.466976143563152,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",-0.393489219909607,FALSE,FALSE
"Neocalanus_ASV_13969","Heterocapsa_ASV_23728",0.14379010291017,-0.0020358506571789,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.141754252252991,FALSE,FALSE
"Paracalanus_ASV_13346","Heterocapsa_ASV_23728",0.23214508509287,-0.389699978336275,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",-0.157554893243405,FALSE,FALSE
"Amphidoma_ASV_23695","Heterocapsa_ASV_23728",0.524946891051826,-0.495628965668065,"Dinophyceae","Alveolata","Dinophyceae","Alveolata",TRUE,TRUE,"Q3",0.0293179253837612,TRUE,FALSE
"Teleaulax_ASV_21269","Heterocapsa_ASV_23728",0.677937169565059,0.611871144049291,"Cryptophyceae","Cryptophyta","Dinophyceae","Alveolata",FALSE,FALSE,"Q1",0.0660660255157677,TRUE,TRUE
"Centropages_ASV_17881","Heterocapsa_ASV_23728",0.246888126866192,-0.753451689145641,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",-0.506563562279449,FALSE,FALSE
"Leptocylindrus_ASV_11029","Heterocapsa_ASV_23728",0.174861921691376,0.0746182752790842,"Mediophyceae","Stramenopiles","Dinophyceae","Alveolata",FALSE,FALSE,"Q1",0.100243646412291,FALSE,TRUE
"Temora_ASV_17885","Heterocapsa_ASV_23728",0.118885034768058,-0.44089167196432,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",-0.322006637196262,FALSE,FALSE
"Oithona_ASV_13819","Micromonas_ASV_21348",0.160712805670945,0.440522040804944,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",-0.279809235133999,FALSE,TRUE
"Neocalanus_ASV_13969","Micromonas_ASV_21348",0.112931658865783,-0.217709385091255,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",-0.104777726225472,FALSE,FALSE
"Paracalanus_ASV_13346","Micromonas_ASV_21348",0.271035853577148,0.532422887145643,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",-0.261387033568495,FALSE,TRUE
"Amphidoma_ASV_23695","Micromonas_ASV_21348",0.462794500230308,-0.415777065654297,"Dinophyceae","Alveolata","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",0.0470174345760112,FALSE,FALSE
"Teleaulax_ASV_21269","Micromonas_ASV_21348",0.508801258717808,0.753965806128099,"Cryptophyceae","Cryptophyta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",-0.24516454741029,TRUE,TRUE
"Centropages_ASV_17881","Micromonas_ASV_21348",0.135641459557023,0.13313297413568,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.00250848542134263,FALSE,TRUE
"Leptocylindrus_ASV_11029","Micromonas_ASV_21348",0.23856261227264,0.167737747643432,"Mediophyceae","Stramenopiles","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.0708248646292079,FALSE,TRUE
"Temora_ASV_17885","Micromonas_ASV_21348",0.0447318449000303,0.276183826817767,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",-0.231451981917736,FALSE,TRUE
"Heterocapsa_ASV_23728","Micromonas_ASV_21348",0.490649072545574,0.254057045323382,"Dinophyceae","Alveolata","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.236592027222191,FALSE,TRUE
"Oithona_ASV_13819","Teleaulax_ASV_21263",-0.00798010698681738,0.442279691541239,"Arthropoda","Opisthokonta","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q2",-0.434299584554421,FALSE,FALSE
"Neocalanus_ASV_13969","Teleaulax_ASV_21263",0.131745052312391,-0.161961355466841,"Arthropoda","Opisthokonta","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q3",-0.0302163031544497,FALSE,FALSE
"Paracalanus_ASV_13346","Teleaulax_ASV_21263",0.147833353992493,0.516679093903531,"Arthropoda","Opisthokonta","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q1",-0.368845739911038,FALSE,TRUE
"Amphidoma_ASV_23695","Teleaulax_ASV_21263",0.444043624973468,-0.462852057648552,"Dinophyceae","Alveolata","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q3",-0.0188084326750836,FALSE,FALSE
"Teleaulax_ASV_21269","Teleaulax_ASV_21263",0.638437085813655,0.75244226092092,"Cryptophyceae","Cryptophyta","Cryptophyceae","Cryptophyta",TRUE,TRUE,"Q1",-0.114005175107265,TRUE,TRUE
"Centropages_ASV_17881","Teleaulax_ASV_21263",0.268808319632157,0.168568748510159,"Arthropoda","Opisthokonta","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q1",0.100239571121998,FALSE,TRUE
"Leptocylindrus_ASV_11029","Teleaulax_ASV_21263",0.0861966288014317,0.238019418687435,"Mediophyceae","Stramenopiles","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q1",-0.151822789886003,FALSE,TRUE
"Temora_ASV_17885","Teleaulax_ASV_21263",0.144491461497706,0.332908421655042,"Arthropoda","Opisthokonta","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q1",-0.188416960157335,FALSE,TRUE
"Heterocapsa_ASV_23728","Teleaulax_ASV_21263",0.647300483356961,0.25142934977165,"Dinophyceae","Alveolata","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q1",0.395871133585311,TRUE,TRUE
"Micromonas_ASV_21348","Teleaulax_ASV_21263",0.45915123299031,0.993567366207086,"Mamiellophyceae","Chlorophyta","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q1",-0.534416133216776,FALSE,TRUE
"Oithona_ASV_13819","Phallusia_ASV_17107",0.504950005038951,0.543440798017394,"Arthropoda","Opisthokonta","Urochordata","Opisthokonta",FALSE,TRUE,"Q1",-0.0384907929784425,TRUE,TRUE
"Neocalanus_ASV_13969","Phallusia_ASV_17107",0.159195884043492,-0.231458196966958,"Arthropoda","Opisthokonta","Urochordata","Opisthokonta",FALSE,TRUE,"Q3",-0.0722623129234654,FALSE,FALSE
"Paracalanus_ASV_13346","Phallusia_ASV_17107",0.621854115122784,0.555132328653955,"Arthropoda","Opisthokonta","Urochordata","Opisthokonta",FALSE,TRUE,"Q1",0.0667217864688282,TRUE,TRUE
"Amphidoma_ASV_23695","Phallusia_ASV_17107",0.788900307687701,-0.19918654760217,"Dinophyceae","Alveolata","Urochordata","Opisthokonta",FALSE,FALSE,"Q3",0.589713760085531,TRUE,FALSE
"Teleaulax_ASV_21269","Phallusia_ASV_17107",0.653326324303658,0.82030678288968,"Cryptophyceae","Cryptophyta","Urochordata","Opisthokonta",FALSE,FALSE,"Q1",-0.166980458586023,TRUE,TRUE
"Centropages_ASV_17881","Phallusia_ASV_17107",0.0337261251640566,0.110701448125594,"Arthropoda","Opisthokonta","Urochordata","Opisthokonta",FALSE,TRUE,"Q1",-0.0769753229615376,FALSE,TRUE
"Leptocylindrus_ASV_11029","Phallusia_ASV_17107",0.609909678837914,-0.00394681768359517,"Mediophyceae","Stramenopiles","Urochordata","Opisthokonta",FALSE,FALSE,"Q3",0.605962861154319,TRUE,FALSE
"Temora_ASV_17885","Phallusia_ASV_17107",-0.0684150863008742,0.134760912497044,"Arthropoda","Opisthokonta","Urochordata","Opisthokonta",FALSE,TRUE,"Q2",-0.0663458261961697,FALSE,FALSE
"Heterocapsa_ASV_23728","Phallusia_ASV_17107",0.584953036959846,0.270623381033707,"Dinophyceae","Alveolata","Urochordata","Opisthokonta",FALSE,FALSE,"Q1",0.314329655926139,TRUE,TRUE
"Micromonas_ASV_21348","Phallusia_ASV_17107",0.489205295825904,0.886247882679726,"Mamiellophyceae","Chlorophyta","Urochordata","Opisthokonta",FALSE,FALSE,"Q1",-0.397042586853822,FALSE,TRUE
"Teleaulax_ASV_21263","Phallusia_ASV_17107",0.51417184066951,0.841334328869041,"Cryptophyceae","Cryptophyta","Urochordata","Opisthokonta",FALSE,FALSE,"Q1",-0.32716248819953,TRUE,TRUE
"Oithona_ASV_13819","Clytia_ASV_16797",0.712706713127553,0.78059999658583,"Arthropoda","Opisthokonta","Cnidaria","Opisthokonta",FALSE,TRUE,"Q1",-0.0678932834582768,TRUE,TRUE
"Neocalanus_ASV_13969","Clytia_ASV_16797",0.0997788105592581,-0.392085586717719,"Arthropoda","Opisthokonta","Cnidaria","Opisthokonta",FALSE,TRUE,"Q3",-0.292306776158461,FALSE,FALSE
"Paracalanus_ASV_13346","Clytia_ASV_16797",0.73102177182018,0.897685538830773,"Arthropoda","Opisthokonta","Cnidaria","Opisthokonta",FALSE,TRUE,"Q1",-0.166663767010593,TRUE,TRUE
"Amphidoma_ASV_23695","Clytia_ASV_16797",0.688746624247048,0.556003880299037,"Dinophyceae","Alveolata","Cnidaria","Opisthokonta",FALSE,FALSE,"Q1",0.132742743948011,TRUE,TRUE
"Teleaulax_ASV_21269","Clytia_ASV_16797",0.318521453710541,-0.0206887320417591,"Cryptophyceae","Cryptophyta","Cnidaria","Opisthokonta",FALSE,FALSE,"Q3",0.297832721668782,FALSE,FALSE
"Centropages_ASV_17881","Clytia_ASV_16797",-0.20299329579823,0.828531376767213,"Arthropoda","Opisthokonta","Cnidaria","Opisthokonta",FALSE,TRUE,"Q2",-0.625538080968983,FALSE,FALSE
"Leptocylindrus_ASV_11029","Clytia_ASV_16797",0.771685476636677,-0.2882493621772,"Mediophyceae","Stramenopiles","Cnidaria","Opisthokonta",FALSE,FALSE,"Q3",0.483436114459477,TRUE,FALSE
"Temora_ASV_17885","Clytia_ASV_16797",-0.229992980395853,0.284070862663515,"Arthropoda","Opisthokonta","Cnidaria","Opisthokonta",FALSE,TRUE,"Q2",-0.054077882267662,FALSE,FALSE
"Heterocapsa_ASV_23728","Clytia_ASV_16797",0.214775477964738,-0.705421504926603,"Dinophyceae","Alveolata","Cnidaria","Opisthokonta",FALSE,FALSE,"Q3",-0.490646026961866,FALSE,FALSE
"Micromonas_ASV_21348","Clytia_ASV_16797",0.256095571176176,0.238072314089431,"Mamiellophyceae","Chlorophyta","Cnidaria","Opisthokonta",FALSE,FALSE,"Q1",0.0180232570867455,FALSE,TRUE
"Teleaulax_ASV_21263","Clytia_ASV_16797",0.132868103216194,0.248182235059594,"Cryptophyceae","Cryptophyta","Cnidaria","Opisthokonta",FALSE,FALSE,"Q1",-0.1153141318434,FALSE,TRUE
"Phallusia_ASV_17107","Clytia_ASV_16797",0.597283959668622,0.182115209247626,"Urochordata","Opisthokonta","Cnidaria","Opisthokonta",FALSE,TRUE,"Q1",0.415168750420997,TRUE,TRUE
"Oithona_ASV_13819","MAST-1A_ASV_11985",0.396983538083805,-0.895979579318743,"Arthropoda","Opisthokonta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q3",-0.498996041234938,FALSE,FALSE
"Neocalanus_ASV_13969","MAST-1A_ASV_11985",0.0755802498515279,-0.0444760719880311,"Arthropoda","Opisthokonta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q3",0.0311041778634968,FALSE,FALSE
"Paracalanus_ASV_13346","MAST-1A_ASV_11985",0.430674016917042,-0.769902287633539,"Arthropoda","Opisthokonta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q3",-0.339228270716496,FALSE,FALSE
"Amphidoma_ASV_23695","MAST-1A_ASV_11985",0.451650075965562,-0.0162993546811161,"Dinophyceae","Alveolata","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q3",0.435350721284446,FALSE,FALSE
"Teleaulax_ASV_21269","MAST-1A_ASV_11985",0.274073745225396,-0.524173279468621,"Cryptophyceae","Cryptophyta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q3",-0.250099534243225,FALSE,FALSE
"Centropages_ASV_17881","MAST-1A_ASV_11985",-0.0729416117366371,-0.814871901608468,"Arthropoda","Opisthokonta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q4",-0.741930289871831,FALSE,TRUE
"Leptocylindrus_ASV_11029","MAST-1A_ASV_11985",0.444113076818589,-0.231158524129865,"Mediophyceae","Stramenopiles","Gyrista_X","Stramenopiles",FALSE,TRUE,"Q3",0.212954552688724,FALSE,FALSE
"Temora_ASV_17885","MAST-1A_ASV_11985",-0.10674227494066,-0.583591441473227,"Arthropoda","Opisthokonta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q4",-0.476849166532567,FALSE,TRUE
"Heterocapsa_ASV_23728","MAST-1A_ASV_11985",0.217445890950039,0.273156570857381,"Dinophyceae","Alveolata","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q1",-0.0557106799073424,FALSE,TRUE
"Micromonas_ASV_21348","MAST-1A_ASV_11985",0.212205008181483,-0.552147054777237,"Mamiellophyceae","Chlorophyta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q3",-0.339942046595754,FALSE,FALSE
"Teleaulax_ASV_21263","MAST-1A_ASV_11985",0.1689411380576,-0.595754551913928,"Cryptophyceae","Cryptophyta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q3",-0.426813413856328,FALSE,FALSE
"Phallusia_ASV_17107","MAST-1A_ASV_11985",0.411108350110881,-0.48062133244201,"Urochordata","Opisthokonta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q3",-0.0695129823311285,FALSE,FALSE
"Clytia_ASV_16797","MAST-1A_ASV_11985",0.417026785543103,-0.73595242012833,"Cnidaria","Opisthokonta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q3",-0.318925634585227,FALSE,FALSE
"Oithona_ASV_13819","Bathycoccus_ASV_21416",0.210924723798164,0.364484154058763,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",-0.153559430260599,FALSE,TRUE
"Neocalanus_ASV_13969","Bathycoccus_ASV_21416",0.143546388969327,-0.0409654698365278,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",0.1025809191328,FALSE,FALSE
"Paracalanus_ASV_13346","Bathycoccus_ASV_21416",0.350233771923605,0.324781320216076,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.0254524517075291,FALSE,TRUE
"Amphidoma_ASV_23695","Bathycoccus_ASV_21416",0.591511828088089,-0.370189263527006,"Dinophyceae","Alveolata","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",0.221322564561083,TRUE,FALSE
"Teleaulax_ASV_21269","Bathycoccus_ASV_21416",0.645207250119272,0.999047117209207,"Cryptophyceae","Cryptophyta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",-0.353839867089935,TRUE,TRUE
"Centropages_ASV_17881","Bathycoccus_ASV_21416",0.168654176067694,-0.0539574507874073,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",0.114696725280287,FALSE,FALSE
"Leptocylindrus_ASV_11029","Bathycoccus_ASV_21416",0.309764756212499,0.153341656453984,"Mediophyceae","Stramenopiles","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.156423099758515,FALSE,TRUE
"Temora_ASV_17885","Bathycoccus_ASV_21416",0.053720571987492,0.0366317494634507,"Arthropoda","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.0170888225240413,FALSE,TRUE
"Heterocapsa_ASV_23728","Bathycoccus_ASV_21416",0.62111308822633,0.641354922699906,"Dinophyceae","Alveolata","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",-0.0202418344735755,TRUE,TRUE
"Micromonas_ASV_21348","Bathycoccus_ASV_21416",0.472276758954976,0.752278129421757,"Mamiellophyceae","Chlorophyta","Mamiellophyceae","Chlorophyta",TRUE,TRUE,"Q1",-0.280001370466781,FALSE,TRUE
"Teleaulax_ASV_21263","Bathycoccus_ASV_21416",0.580446905228587,0.748995097963251,"Cryptophyceae","Cryptophyta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",-0.168548192734664,TRUE,TRUE
"Phallusia_ASV_17107","Bathycoccus_ASV_21416",0.623745887587944,0.818742160198561,"Urochordata","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",-0.194996272610617,TRUE,TRUE
"Clytia_ASV_16797","Bathycoccus_ASV_21416",0.331159563993466,-0.0578352328191064,"Cnidaria","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",0.27332433117436,FALSE,FALSE
"MAST-1A_ASV_11985","Bathycoccus_ASV_21416",0.272404067066465,-0.488107704877904,"Gyrista_X","Stramenopiles","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",-0.215703637811439,FALSE,FALSE
"Oithona_ASV_13819","Gyrodinium_ASV_23708",0.534443284560203,-0.0623012270197787,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.472142057540425,TRUE,FALSE
"Neocalanus_ASV_13969","Gyrodinium_ASV_23708",0.137636048948021,-0.100122735795057,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.037513313152964,FALSE,FALSE
"Paracalanus_ASV_13346","Gyrodinium_ASV_23708",0.621939161851006,-0.115313424093872,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.506625737757134,TRUE,FALSE
"Amphidoma_ASV_23695","Gyrodinium_ASV_23708",0.730055255003446,0.718556111935429,"Dinophyceae","Alveolata","Dinophyceae","Alveolata",TRUE,TRUE,"Q1",0.0114991430680166,TRUE,TRUE
"Teleaulax_ASV_21269","Gyrodinium_ASV_23708",0.542376163319241,-0.314939312171128,"Cryptophyceae","Cryptophyta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.227436851148112,TRUE,FALSE
"Centropages_ASV_17881","Gyrodinium_ASV_23708",-0.0262087212702635,-0.0808733089317685,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q4",-0.0546645876615049,FALSE,TRUE
"Leptocylindrus_ASV_11029","Gyrodinium_ASV_23708",0.623506887062606,-0.532116604247797,"Mediophyceae","Stramenopiles","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.0913902828148085,TRUE,FALSE
"Temora_ASV_17885","Gyrodinium_ASV_23708",-0.105372147233713,-0.499718513530526,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q4",-0.394346366296812,FALSE,TRUE
"Heterocapsa_ASV_23728","Gyrodinium_ASV_23708",0.468220518354474,-0.130365678767414,"Dinophyceae","Alveolata","Dinophyceae","Alveolata",TRUE,TRUE,"Q3",0.33785483958706,FALSE,FALSE
"Micromonas_ASV_21348","Gyrodinium_ASV_23708",0.410471848365548,-0.730292476088486,"Mamiellophyceae","Chlorophyta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",-0.319820627722938,FALSE,FALSE
"Teleaulax_ASV_21263","Gyrodinium_ASV_23708",0.397750680746366,-0.780165782286576,"Cryptophyceae","Cryptophyta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",-0.38241510154021,FALSE,FALSE
"Phallusia_ASV_17107","Gyrodinium_ASV_23708",0.694140155123378,-0.355570833808476,"Urochordata","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.338569321314901,TRUE,FALSE
"Clytia_ASV_16797","Gyrodinium_ASV_23708",0.599462726729898,-0.0682991948846718,"Cnidaria","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.531163531845226,TRUE,FALSE
"MAST-1A_ASV_11985","Gyrodinium_ASV_23708",0.394798222421149,0.345106520830144,"Gyrista_X","Stramenopiles","Dinophyceae","Alveolata",FALSE,FALSE,"Q1",0.0496917015910053,FALSE,TRUE
"Bathycoccus_ASV_21416","Gyrodinium_ASV_23708",0.524503745523276,-0.317382476357565,"Mamiellophyceae","Chlorophyta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.207121269165711,TRUE,FALSE
"Oithona_ASV_13819","Arcocellulus_ASV_11592",0.124272376032147,0.373464964535931,"Arthropoda","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",-0.249192588503784,FALSE,TRUE
"Neocalanus_ASV_13969","Arcocellulus_ASV_11592",0.164138580430336,0.547315189022014,"Arthropoda","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",-0.383176608591677,FALSE,TRUE
"Paracalanus_ASV_13346","Arcocellulus_ASV_11592",0.299781452461156,0.069650741593035,"Arthropoda","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.230130710868121,FALSE,TRUE
"Amphidoma_ASV_23695","Arcocellulus_ASV_11592",0.619038361638661,-0.797263259729384,"Dinophyceae","Alveolata","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q3",-0.178224898090723,TRUE,FALSE
