"OTU_j","OTU_k","res_cor","env_cor","Class_j","Division_j","Class_k","Division_k","same_class","same_division","quadrant","surprise","strong_res","concordant"
"Chrysochromulina_ASV_20888","Ostreococcus_ASV_21458",0.898,0.122,"Prymnesiophyceae","Haptophyta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.776,TRUE,TRUE
"Oligotrichida_XX_ASV_26435","Ostreococcus_ASV_21458",0.825,-0.05,"Spirotrichea","Alveolata","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",0.775,TRUE,FALSE
"Amphidoma_ASV_23695","Falcomonas:nucl_ASV_25160",0.837,0.062,"Dinophyceae","Alveolata","Cryptophyceae:nucl","Cryptophyta:nucl",FALSE,FALSE,"Q1",0.775,TRUE,TRUE
"Maxillopoda_ASV_13793","Gymnodiniaceae_ASV_23647",0.867,-0.098,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.77,TRUE,FALSE
"Dinophyceae_ASV_23712","Maxillopoda_ASV_13793",0.842,0.074,"Dinophyceae","Alveolata","Arthropoda","Opisthokonta",FALSE,FALSE,"Q1",0.768,TRUE,TRUE
"Clytia_ASV_16797","Telonemia-Group-2_X_ASV_18236",0.792,-0.024,"Cnidaria","Opisthokonta","Telonemia_XX","Telonemia",FALSE,FALSE,"Q3",0.768,TRUE,FALSE
"Paracalanus_ASV_13346","Dinophyceae_ASV_23740",0.808,-0.041,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.767,TRUE,FALSE
"Heterocapsa_ASV_23728","Navicula_ASV_10078",0.77,-0.003,"Dinophyceae","Alveolata","Bacillariophyceae","Stramenopiles",FALSE,FALSE,"Q3",0.767,TRUE,FALSE
"Parafavella_ASV_29968","OTU_ASV_23508",0.807,-0.041,"Spirotrichea","Alveolata",NA,"Alveolata",FALSE,TRUE,"Q3",0.766,TRUE,FALSE
"Costaria_ASV_10957","Ostreococcus_ASV_21458",0.801,-0.035,"Phaeophyceae","Stramenopiles","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",0.766,TRUE,FALSE
"Oikopleura_ASV_16547","Arenicola_ASV_18312",0.801,-0.037,"Urochordata","Opisthokonta","Annelida","Opisthokonta",FALSE,TRUE,"Q3",0.764,TRUE,FALSE
"Dinophyceae_ASV_23704","Ostreococcus_ASV_21458",0.867,0.104,"Dinophyceae","Alveolata","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.763,TRUE,TRUE
"MAST-1C_ASV_7330","Cryptophyceae_ASV_21282",0.829,-0.066,"Gyrista_X","Stramenopiles","Cryptophyceae","Cryptophyta",FALSE,FALSE,"Q3",0.762,TRUE,FALSE
"Bolinopsis_ASV_16761","Maxillopoda_ASV_13793",0.807,-0.045,"Ctenophora","Opisthokonta","Arthropoda","Opisthokonta",FALSE,TRUE,"Q3",0.762,TRUE,FALSE
"Teleaulax_ASV_21291","Arenicola_ASV_18312",0.775,0.014,"Cryptophyceae","Cryptophyta","Annelida","Opisthokonta",FALSE,FALSE,"Q1",0.76,TRUE,TRUE
"Heterocapsa_ASV_23734","Costaria_ASV_10957",0.793,0.033,"Dinophyceae","Alveolata","Phaeophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.76,TRUE,TRUE
"Ostreococcus_ASV_21458","OTU_ASV_23508",0.84,0.08,"Mamiellophyceae","Chlorophyta",NA,"Alveolata",FALSE,FALSE,"Q1",0.759,TRUE,TRUE
"OTU_ASV_17615","Micromonas_ASV_21403",0.826,0.067,NA,"Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.759,TRUE,TRUE
"Leptocylindrus_ASV_11039","Gymnodiniaceae_ASV_23647",0.804,-0.045,"Mediophyceae","Stramenopiles","Dinophyceae","Alveolata",FALSE,FALSE,"Q3",0.758,TRUE,FALSE
"Dinophyceae_ASV_23704","Falcomonas:nucl_ASV_25160",0.764,0.006,"Dinophyceae","Alveolata","Cryptophyceae:nucl","Cryptophyta:nucl",FALSE,FALSE,"Q1",0.758,TRUE,TRUE
"Clytia_ASV_16797","Dinophyceae_ASV_23740",0.788,0.031,"Cnidaria","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q1",0.757,TRUE,TRUE
"Heterocapsa_ASV_23734","Falcomonas:nucl_ASV_25160",0.895,-0.141,"Dinophyceae","Alveolata","Cryptophyceae:nucl","Cryptophyta:nucl",FALSE,FALSE,"Q3",0.754,TRUE,FALSE
"Filosa-Thecofilosea_ASV_15150","Tintinnidae_X_ASV_5334",0.847,-0.094,"Filosa-Thecofilosea","Rhizaria","Spirotrichea","Alveolata",FALSE,FALSE,"Q3",0.753,TRUE,FALSE
"Pseudocalanus_ASV_17656","OTU_ASV_24480",0.809,-0.058,"Arthropoda","Opisthokonta",NA,NA,FALSE,FALSE,"Q3",0.751,TRUE,FALSE
"Telonemia-Group-2_X_ASV_18221","Tintinnidae_X_ASV_5334",0.772,-0.022,"Telonemia_XX","Telonemia","Spirotrichea","Alveolata",FALSE,FALSE,"Q3",0.751,TRUE,FALSE
"Oikopleura_ASV_16547","Telonemia-Group-2_X_ASV_18221",0.751,0.001,"Urochordata","Opisthokonta","Telonemia_XX","Telonemia",FALSE,FALSE,"Q1",0.75,TRUE,TRUE
"Telonemia-Group-2_X_ASV_18236","Chaetoceros_ASV_11073",0.867,-0.117,"Telonemia_XX","Telonemia","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q3",0.75,TRUE,FALSE
"Amphidoma_ASV_23695","Ostreococcus_ASV_21458",0.836,0.09,"Dinophyceae","Alveolata","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.746,TRUE,TRUE
"Oligotrichida_XX_ASV_26435","Arenicola_ASV_18312",0.802,-0.059,"Spirotrichea","Alveolata","Annelida","Opisthokonta",FALSE,FALSE,"Q3",0.743,TRUE,FALSE
"Micromonas_ASV_21403","Parafavella_ASV_29968",0.745,-0.002,"Mamiellophyceae","Chlorophyta","Spirotrichea","Alveolata",FALSE,FALSE,"Q3",0.743,TRUE,FALSE
"Bolinopsis_ASV_16761","Parafavella_ASV_29968",0.773,-0.031,"Ctenophora","Opisthokonta","Spirotrichea","Alveolata",FALSE,FALSE,"Q3",0.742,TRUE,FALSE
"MAST-1C_ASV_7337","Dinophyceae_ASV_23740",0.803,0.062,"Gyrista_X","Stramenopiles","Dinophyceae","Alveolata",FALSE,FALSE,"Q1",0.741,TRUE,TRUE
"Chrysochromulina_ASV_20888","Heterocapsa_ASV_23734",0.86,0.119,"Prymnesiophyceae","Haptophyta","Dinophyceae","Alveolata",FALSE,FALSE,"Q1",0.741,TRUE,TRUE
"Skeletonema_ASV_9621","Ostreococcus_ASV_21458",0.831,-0.093,"Mediophyceae","Stramenopiles","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",0.738,TRUE,FALSE
"RAD-B_X_Group-IVe_X_ASV_25089","Ostreococcus_ASV_21458",0.741,-0.006,"RAD-B","Rhizaria","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q3",0.734,TRUE,FALSE
"Telonemia-Group-2_X_ASV_18212","Aureococcus_ASV_10692",0.841,-0.107,"Telonemia_XX","Telonemia","Pelagophyceae","Stramenopiles",FALSE,FALSE,"Q3",0.734,TRUE,FALSE
"Dinophyceae_ASV_23704","Amphidomataceae_ASV_23742",0.813,0.08,"Dinophyceae","Alveolata","Dinophyceae","Alveolata",TRUE,TRUE,"Q1",0.734,TRUE,TRUE
"Telonemia-Group-2_X_ASV_18236","MAST-1C_ASV_7337",0.808,0.075,"Telonemia_XX","Telonemia","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q1",0.732,TRUE,TRUE
"Leptocylindrus_ASV_11029","Parafavella_ASV_29968",0.851,-0.12,"Mediophyceae","Stramenopiles","Spirotrichea","Alveolata",FALSE,FALSE,"Q3",0.731,TRUE,FALSE
"Oithona_ASV_13819","Leptocylindrus_ASV_11029",0.788,0.058,"Arthropoda","Opisthokonta","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.73,TRUE,TRUE
"MAST-4D_ASV_8545","Minidiscus_ASV_10454",0.777,-0.047,"Sagenista","Stramenopiles","Mediophyceae","Stramenopiles",FALSE,TRUE,"Q3",0.73,TRUE,FALSE
"Pseudochattonella_ASV_10808","Arenicola_ASV_18312",0.784,0.056,"Dictyochophyceae","Stramenopiles","Annelida","Opisthokonta",FALSE,FALSE,"Q1",0.728,TRUE,TRUE
"Leptocylindrus_ASV_11029","OTU_ASV_13187",0.754,-0.029,"Mediophyceae","Stramenopiles",NA,"Opisthokonta",FALSE,FALSE,"Q3",0.725,TRUE,FALSE
"Chrysochromulina_ASV_20888","Bicosta_ASV_14494",0.736,0.012,"Prymnesiophyceae","Haptophyta","Choanoflagellatea","Opisthokonta",FALSE,FALSE,"Q1",0.724,TRUE,TRUE
"Amphidomataceae_ASV_23742","Skeletonema_ASV_9621",0.749,0.026,"Dinophyceae","Alveolata","Mediophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.724,TRUE,TRUE
"Bolinopsis_ASV_16761","Ostreococcus_ASV_21458",0.752,0.029,"Ctenophora","Opisthokonta","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.723,TRUE,TRUE
"Micromonas_ASV_21403","Tintinnidae_X_ASV_5334",0.842,-0.12,"Mamiellophyceae","Chlorophyta","Spirotrichea","Alveolata",FALSE,FALSE,"Q3",0.722,TRUE,FALSE
"Bolinopsis_ASV_16761","OTU_ASV_10413",0.724,0.003,"Ctenophora","Opisthokonta",NA,"Stramenopiles",FALSE,FALSE,"Q1",0.721,TRUE,TRUE
"Heterocapsa_ASV_23734","Pyramimonas_ASV_21325",0.764,0.044,"Dinophyceae","Alveolata","Pyramimonadophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.72,TRUE,TRUE
"Chrysochromulina_ASV_20888","MAST-1C_ASV_7337",0.787,0.068,"Prymnesiophyceae","Haptophyta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q1",0.719,TRUE,TRUE
"Paracalanus_ASV_13346","Bolinopsis_ASV_16761",0.719,0.003,"Arthropoda","Opisthokonta","Ctenophora","Opisthokonta",FALSE,TRUE,"Q1",0.716,TRUE,TRUE
"Amphidomataceae_ASV_23742","Ostreococcus_ASV_21458",0.842,0.126,"Dinophyceae","Alveolata","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.716,TRUE,TRUE
"Falcomonas:nucl_ASV_25160","Ostreococcus_ASV_21458",0.788,0.072,"Cryptophyceae:nucl","Cryptophyta:nucl","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.715,TRUE,TRUE
"Karlodinium_ASV_24393","Gymnodiniaceae_ASV_23647",0.719,-0.004,"Dinophyceae","Alveolata","Dinophyceae","Alveolata",TRUE,TRUE,"Q3",0.715,TRUE,FALSE
"Polycirrus_ASV_18299","Aureococcus_ASV_10692",0.742,0.029,"Annelida","Opisthokonta","Pelagophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.714,TRUE,TRUE
"Micromonas_ASV_21403","OTU_ASV_23508",0.774,-0.061,"Mamiellophyceae","Chlorophyta",NA,"Alveolata",FALSE,FALSE,"Q3",0.713,TRUE,FALSE
"Dinophyceae_ASV_23740","Obelia_ASV_16736",0.722,-0.009,"Dinophyceae","Alveolata","Cnidaria","Opisthokonta",FALSE,FALSE,"Q3",0.713,TRUE,FALSE
"Arcocellulus_ASV_11592","Skeletonema_ASV_9618",0.713,0,"Mediophyceae","Stramenopiles","Mediophyceae","Stramenopiles",TRUE,TRUE,"Q3",0.713,TRUE,FALSE
"Oligotrichida_XX_ASV_26435","Aureococcus_ASV_10692",0.831,0.119,"Spirotrichea","Alveolata","Pelagophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.713,TRUE,TRUE
"Costaria_ASV_10957","Parafavella_ASV_29968",0.738,0.026,"Phaeophyceae","Stramenopiles","Spirotrichea","Alveolata",FALSE,FALSE,"Q1",0.712,TRUE,TRUE
"Skeletonema_ASV_9618","OTU_ASV_17615",0.774,-0.063,"Mediophyceae","Stramenopiles",NA,"Opisthokonta",FALSE,FALSE,"Q3",0.711,TRUE,FALSE
"Aureococcus_ASV_10692","Mantoniella_ASV_21412",0.795,0.084,"Pelagophyceae","Stramenopiles","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.711,TRUE,TRUE
"Mytiloida_ASV_17947","Aureococcus_ASV_10692",0.725,0.015,"Mollusca","Opisthokonta","Pelagophyceae","Stramenopiles",FALSE,FALSE,"Q1",0.709,TRUE,TRUE
"Pseudocalanus_ASV_17654","Karlodinium_ASV_24393",0.747,0.038,"Arthropoda","Opisthokonta","Dinophyceae","Alveolata",FALSE,FALSE,"Q1",0.709,TRUE,TRUE
"Telonemia-Group-2_X_ASV_18221","Mantoniella_ASV_21412",0.769,0.062,"Telonemia_XX","Telonemia","Mamiellophyceae","Chlorophyta",FALSE,FALSE,"Q1",0.707,TRUE,TRUE
"Gymnodiniaceae_ASV_23647","Lepidodinium_ASV_23822",0.81,-0.103,"Dinophyceae","Alveolata","Dinophyceae","Alveolata",TRUE,TRUE,"Q3",0.707,TRUE,FALSE
"Navicula_ASV_10078","Arenicola_ASV_18312",0.83,0.124,"Bacillariophyceae","Stramenopiles","Annelida","Opisthokonta",FALSE,FALSE,"Q1",0.706,TRUE,TRUE
"Ostreococcus_ASV_21458","Dino-Group-I-Clade-1_X_ASV_21064",0.764,-0.058,"Mamiellophyceae","Chlorophyta","Syndiniales","Alveolata",FALSE,FALSE,"Q3",0.706,TRUE,FALSE
"Amphidoma_ASV_23695","Maxillopoda_ASV_13793",0.747,0.041,"Dinophyceae","Alveolata","Arthropoda","Opisthokonta",FALSE,FALSE,"Q1",0.705,TRUE,TRUE
"Oikopleura_ASV_16547","Telonemia-Group-2_X_ASV_18212",0.784,0.08,"Urochordata","Opisthokonta","Telonemia_XX","Telonemia",FALSE,FALSE,"Q1",0.704,TRUE,TRUE
"Amphidomataceae_ASV_23742","Heterocapsa_ASV_23734",0.842,0.139,"Dinophyceae","Alveolata","Dinophyceae","Alveolata",TRUE,TRUE,"Q1",0.704,TRUE,TRUE
"Teleaulax_ASV_21269","Spirotrichea_ASV_29959",0.741,-0.038,"Cryptophyceae","Cryptophyta","Spirotrichea","Alveolata",FALSE,FALSE,"Q3",0.703,TRUE,FALSE
"Prymnesium_ASV_20927","Falcomonas:nucl_ASV_25160",0.838,-0.136,"Prymnesiophyceae","Haptophyta","Cryptophyceae:nucl","Cryptophyta:nucl",FALSE,FALSE,"Q3",0.703,TRUE,FALSE
"Dinophyceae_ASV_23704","Gymnodiniaceae_ASV_23647",0.79,-0.087,"Dinophyceae","Alveolata","Dinophyceae","Alveolata",TRUE,TRUE,"Q3",0.702,TRUE,FALSE
"Chaetoceros_ASV_11073","Dinophyceae_ASV_23322",0.728,0.026,"Mediophyceae","Stramenopiles","Dinophyceae","Alveolata",FALSE,FALSE,"Q1",0.702,TRUE,TRUE
"Amphidoma_ASV_23695","OTU_ASV_25040",0.889,-0.187,"Dinophyceae","Alveolata",NA,NA,FALSE,FALSE,"Q3",0.702,TRUE,FALSE
"Bolinopsis_ASV_16761","MAST-1C_ASV_7337",0.714,0.012,"Ctenophora","Opisthokonta","Gyrista_X","Stramenopiles",FALSE,FALSE,"Q1",0.702,TRUE,TRUE
